TIDM,Issuer Name,Instrument Name,ISIN,MiFIR Identifier Code,MiFIR Identifier Description,ICB Industry,ICB Super-Sector Name,Start date,Country of Incorporation,Trading Currency,LSE Market,FCA Listing Category,Market Segment Code,Market Sector Code
LUSC,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM 10+ US CORP BD UCITS ETF,IE00BZ0G8860,ETFS,ETFs,Financials,Financial Services ,04/12/2015,Ireland,USD,MAIN MARKET,,EUET,UETY
LUTR,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM 10+ US TRSY BD UCITS ETF,IE00BYSZ5V04,ETFS,ETFs,Financials,Financial Services ,22/02/2016,Ireland,USD,MAIN MARKET,,EUET,UETY
PADV,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P PAN ASIA DIVIDEND UCITS ETF,IE00B9KNR336,ETFS,ETFs,Financials,Financial Services ,17/05/2013,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
SEUC,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM 0-3 EURO CORPORATE BOND,IE00BC7GZW19,ETFS,ETFs,Financials,Financial Services ,02/09/2013,Ireland,EUR,MAIN MARKET,,EUET,UETY
SJNK,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC 0-5 YR US HIGH YIELD BOND,IE00B99FL386,ETFS,ETFs,Financials,Financial Services ,23/09/2013,Ireland,USD,MAIN MARKET,,EUET,UETY
SPX4,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P 400 US MID CAP UCITS ETF,IE00B4YBJ215,ETFS,ETFs,Financials,Financial Services ,04/04/2022,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
SPX5,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P 500 UCITS ETF,IE00B6YX5C33,ETFS,ETFs,Financials,Financial Services ,21/03/2012,Ireland,GBP,MAIN MARKET,,EUET,UETY
SPY4,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P 400 US MID CAP UCITS ETF,IE00B4YBJ215,ETFS,ETFs,Financials,Financial Services ,02/02/2012,Ireland,USD,MAIN MARKET,,EUET,UETY
SPY5,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P 500 UCITS ETF,IE00B6YX5C33,ETFS,ETFs,Financials,Financial Services ,21/03/2012,Ireland,USD,MAIN MARKET,,EUE2,UE2K
SUSC,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM 0-3 US CORPORATE BOND,IE00BC7GZX26,ETFS,ETFs,Financials,Financial Services ,02/09/2013,Ireland,USD,MAIN MARKET,,EUET,UETY
SUSD,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM 0-3 US CORPORATE BOND,IE00BC7GZX26,ETFS,ETFs,Financials,Financial Services ,02/09/2013,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
SWLD,SSGA SPDR ETFS EUROPE I PLC,SPDR MSCI WORLD UCITS ETF,IE00BFY0GT14,ETFS,ETFs,Financials,Financial Services ,04/03/2019,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
SWRD,SSGA SPDR ETFS EUROPE I PLC,SPDR MSCI WORLD UCITS ETF,IE00BFY0GT14,ETFS,ETFs,Financials,Financial Services ,04/03/2019,Ireland,USD,MAIN MARKET,,EUET,UETY
TIPS,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM US TIPS UCITS ETF,IE00BZ0G8977,ETFS,ETFs,Financials,Financial Services ,04/12/2015,Ireland,USD,MAIN MARKET,,EUET,UETY
TRS3,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM 1-3 US TREASURY BOND,IE00BC7GZJ81,ETFS,ETFs,Financials,Financial Services ,02/09/2013,Ireland,USD,MAIN MARKET,,EUET,UETY
TRS5,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM 3-7 US TRSY BD UCITS ETF,IE00BYSZ5R67,ETFS,ETFs,Financials,Financial Services ,22/02/2016,Ireland,USD,MAIN MARKET,,EUET,UETY
TRSX,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM 7-10 US TRSY BD UCITS ETF,IE00BYSZ5T81,ETFS,ETFs,Financials,Financial Services ,22/02/2016,Ireland,USD,MAIN MARKET,,EUET,UETY
TRSY,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM US TREAS BOND ETF,IE00B44CND37,ETFS,ETFs,Financials,Financial Services ,26/07/2011,Ireland,USD,MAIN MARKET,,EUET,UETY
TSY3,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM 1-3 US TREASURY BOND,IE00BC7GZJ81,ETFS,ETFs,Financials,Financial Services ,02/09/2013,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
UDVD,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P US DIVIDEND ARISTOCRATS ETF $,IE00B6YX5D40,ETFS,ETFs,Financials,Financial Services ,20/10/2011,Ireland,USD,MAIN MARKET,,EUE2,UE2K
UEDV,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P US DIV ARIST ESG DIST,IE00BYTH5R14,ETFS,ETFs,Financials,Financial Services ,08/06/2021,Ireland,USD,MAIN MARKET,,EUET,UETY
UGDV,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P US DIV ARIST ESG DIST,IE00BYTH5R14,ETFS,ETFs,Financials,Financial Services ,08/06/2021,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
UKCO,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM STERLING CORP BOND UCITS ETF,IE00B4694Z11,ETFS,ETFs,Financials,Financial Services ,21/05/2012,Ireland,GBP,MAIN MARKET,,EUET,UETY
UKDV,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P UK DIVIDEND ARISTOCRAT UCIT ETF,IE00B6S2Z822,ETFS,ETFs,Financials,Financial Services ,01/03/2012,Ireland,GBP,MAIN MARKET,,EUET,UETY
USAG,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM US AGG BOND UCITS ETF,IE00B459R192,ETFS,ETFs,Financials,Financial Services ,26/07/2011,Ireland,USD,MAIN MARKET,,EUET,UETY
USCR,SSGA SPDR ETFS EUROPE I PLC,SPDR BB SASB US CORP ESG UCITS ETF (ACC),IE00BLF7VX27,ETFS,ETFs,Financials,Financial Services ,27/10/2020,Ireland,USD,MAIN MARKET,,EUET,UETY
USDV,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P US DIVIDEND ARISTOCRATS UCITETF,IE00B6YX5D40,ETFS,ETFs,Financials,Financial Services ,20/10/2011,Ireland,GBP,MAIN MARKET,,EUET,UETY
USLV,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P 500 LOW VOLATILITY UCITS ETF,IE00B802KR88,ETFS,ETFs,Financials,Financial Services ,05/10/2012,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
USTY,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM US TREAS BOND ETF,IE00B44CND37,ETFS,ETFs,Financials,Financial Services ,18/09/2015,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
UTIP,SSGA SPDR ETFS EUROPE I PLC,SPDR BLOOM US TIPS UCITS ETF,IE00BZ0G8977,ETFS,ETFs,Financials,Financial Services ,04/12/2015,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
SSPG,SSP GROUP PLC,ORD 1 17/200P,GB00BGBN7C04,SHRS,Shares,Consumer Discretionary,Travel and Leisure,15/04/2019,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
STAF,STAFFLINE GROUP PLC,ORD 10P,GB00B040L800,SHRS,Shares,Industrials,Industrial Goods and Services,22/09/2005,United Kingdom,GBX,AIM,,AMSM,ASM7
STAN,STANDARD CHARTERED PLC,ORD USD0.50,GB0004082847,SHRS,Shares,Financials,Banks,24/11/2003,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
OBOR,STARCREST EDUCATION LIMITED,ORD 1P (DI),KYG843791099,SHRS,Shares,Financials,Financial Services ,31/01/2019,Cayman Islands,GBX,MAIN MARKET,Standard Shares,SSX4,SXSN
STA,STAR PHOENIX GROUP LTD,ORD NPV (DI),AU0000067084,SHRS,Shares,Energy,Energy,05/12/2019,Australia,GBX,AIM,,ASQ1,AMQ1
SVE,STARVEST PLC,ORD 1P,GB0009619817,SHRS,Shares,Financials,Financial Services ,23/09/2004,United Kingdom,GBX,AIM,,ASX1,AIMP
SWEF,STARWOOD EUROPEAN REAL ESTATE FINANCE LIMITED,ORD NPV,GG00B79WC100,SHRS,Shares,Financials,Financial Services ,17/12/2012,Guernsey,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
SBIA,STATE BANK OF INDIA,GDR (EACH REPR 10 SHS INR1)(144A),US8565521049,DPRS,Depositary receipts,Financials,Banks,17/01/2007,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,MISC,INPE
SBID,STATE BANK OF INDIA,GDR (EACH REP 10 SHS INR1)(REG S),US8565522039,DPRS,Depositary receipts,Financials,Banks,17/01/2007,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,IOBE,IPHE
SAUA,STEEL AUTHORITY OF INDIA LD,GDR (EACH REPR 15 SHS OF INR10)(144 A),US8580551062,DPRS,Depositary receipts,Basic Materials,Basic Resources,17/01/2007,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,MISC,INPD
SAUD,STEEL AUTHORITY OF INDIA LD,GDR (REPR 15 SHS INRP10)(REG S),US8580552052,DPRS,Depositary receipts,Basic Materials,Basic Resources,17/01/2007,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,IOBU,IPLN
SRAD,STELRAD GROUP PLC,ORD GBP1.00,GB00BMHRMV23,SHRS,Shares,Industrials,Construction and Materials,10/11/2021,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON15
STCM,STEPPE CEMENT LTD,ORD NPV,MYA004433001,SHRS,Shares,Industrials,Construction and Materials,15/09/2005,Malaysia,GBX,AIM,,ASX1,AIMP
STEM,STHREE PLC,ORD 1P,GB00B0KM9T71,SHRS,Shares,Industrials,Industrial Goods and Services,16/06/2006,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
STJ,ST. JAMES'S PLACE PLC,ORD 15P,GB0007669376,SHRS,Shares,Financials,Financial Services ,18/09/2006,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
STM,STM GROUP PLC,ORD 0.1P,IM00B1S9KY98,SHRS,Shares,Financials,Financial Services ,28/03/2007,Isle of Man,GBX,AIM,,ASX1,AIMP
STHP,STRANGER HOLDINGS PLC,ORD GBP0.001,GB00BYWLRL80,SHRS,Shares,Financials,Financial Services ,13/01/2017,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
SEC,STRATEGIC EQUITY CAPITAL PLC,ORD 10P,GB00B0BDCB21,SHRS,Shares,Financials,Financial Services ,19/07/2005,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
SML,STRATEGIC MINERALS PLC,ORD 0.1P,GB00B4W8PD74,SHRS,Shares,Basic Materials,Basic Resources,08/06/2011,United Kingdom,GBX,AIM,,ASQ1,AMQ1
STG,STRIP TINNING HOLDINGS PLC,ORD 1P,GB00BMHN9M05,SHRS,Shares,Industrials,Industrial Goods and Services,16/02/2022,United Kingdom,GBX,AIM,,ASQ1,AMQ1
KETL,STRIX GROUP PLC,ORD 1P,IM00BF0FMG91,SHRS,Shares,Industrials,Industrial Goods and Services,08/08/2017,Isle of Man,GBX,AIM,,AMSM,ASM6
STVG,STV GROUP PLC,ORD 50P,GB00B3CX3644,SHRS,Shares,Consumer Discretionary,Media,01/10/2008,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC6
SRES,SUNRISE RESOURCES PLC,ORD 0.1P,GB00B075Z681,SHRS,Shares,Basic Materials,Basic Resources,06/06/2005,United Kingdom,GBX,AIM,,ASX1,AIMP
SDRY,SUPERDRY PLC,ORD 5P,GB00B60BD277,SHRS,Shares,Consumer Discretionary,Consumer Products and Services,24/03/2010,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
SUPR,SUPERMARKET INCOME REIT PLC,ORD GBP0.01,GB00BF345X11,SHRS,Shares,Real Estate,Real Estate ,21/07/2017,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25T
46IE,S & U PLC,6% CUM PRF #1,GB0007655250,SHRS,Shares,Financials,Financial Services ,28/06/2002,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSX4,SXSN
47IE,S & U PLC,31.5% CUM PRF 12 1/2P,GB0007655474,SHRS,Shares,Financials,Financial Services ,28/06/2002,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSX4,SXSN
SUS,S & U PLC,ORD 12 1/2P,GB0007655037,SHRS,Shares,Financials,Financial Services ,17/09/1999,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
SYME,SUPPLY@ME CAPITAL PLC,ORD 0.002P,GB00BFMDJC60,SHRS,Shares,Technology,Technology,23/03/2020,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
SUP,SUPREME PLC,ORD 10P,GB00BDT89C08,SHRS,Shares,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",01/02/2021,United Kingdom,GBX,AIM,,ASQ1,AMQ1
SUR,SURESERVE GROUP PLC,ORD 10P,GB00BSKS1M86,SHRS,Shares,Industrials,Industrial Goods and Services,23/03/2015,United Kingdom,GBX,AIM,,ASQ1,AMQ1
SURE,SURE VENTURES PLC,ORD GBP0.01,GB00BYWYZ460,SHRS,Shares,Financials,Financial Services ,19/01/2018,United Kingdom,GBX,MAIN MARKET - SFS,,SFM2,SFQQ
SCE,SURFACE TRANSFORMS PLC,ORD 1P,GB0002892528,SHRS,Shares,Consumer Discretionary,Automobiles and Parts,24/09/2002,United Kingdom,GBX,AIM,,ASX1,AIMP
SUN,SURGICAL INNOVATIONS GROUP PLC,ORD 1P,GB0004016704,SHRS,Shares,Health Care ,Health Care  ,02/06/2000,United Kingdom,GBX,AIM,,ASX1,AIMP
SGGD,SURGUTNEFTEGAS PUBLIC JOINT STOCK COMPANY,ADR (EACH REPR 10 ORD),US8688612048,DPRS,Depositary receipts,Energy,Energy,27/09/2004,Russian Federation,USD,ADMISSION TO TRADING ONLY,,IOBE,INHE
SUH,SUTTON HARBOUR GROUP PLC,ORD 1P,GB0008659202,SHRS,Shares,Industrials,Industrial Goods and Services,02/06/2000,United Kingdom,GBX,AIM,,ASX1,AIMP
SVM,SVM UK EMERGING FUND PLC,ORD 5P,GB0000684174,SHRS,Shares,Financials,Financial Services ,18/10/2000,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
SLP,SYLVANIA PLATINUM LIMITED,CMN SHS USD0.01 (DI),BMG864081044,SHRS,Shares,Basic Materials,Basic Resources,25/03/2011,Bermuda,GBX,AIM,,ASQ1,AMQ1
SYM,SYMPHONY ENVIRONMENTAL TECHNOLOGIES PLC,ORD 1P,GB0009589168,SHRS,Shares,Industrials,Industrial Goods and Services,30/11/2001,United Kingdom,GBX,AIM,,ASX1,AIMP
SIHL,SYMPHONY INTERNATIONAL HOLDINGS LD,ORD NPV (CDI),VGG548121059,SHRS,Shares,Financials,Financial Services ,31/07/2007,British Virgin Islands,USD,MAIN MARKET,Standard Shares,SSMU,SMEV
SNG,SYNAIRGEN PLC,ORD 1P,GB00B0381Z20,SHRS,Shares,Health Care ,Health Care  ,23/06/2005,United Kingdom,GBX,AIM,,AMSM,ASM6
SYNC,SYNCONA LIMITED,ORD NPV,GG00B8P59C08,SHRS,Shares,Financials,Financial Services ,26/10/2012,Guernsey,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
SNX,SYNECTICS PLC,ORD 20P,GB0007156838,SHRS,Shares,Industrials,Industrial Goods and Services,15/01/2002,United Kingdom,GBX,AIM,,ASX1,AIMP
SYN,SYNERGIA ENERGY LTD,ORD NPV,AU0000233538,SHRS,Shares,Energy,Energy,29/07/2022,Australia,GBX,AIM,,ASX1,AIMP
SYNT,SYNTHOMER PLC,ORD 10P,GB0009887422,SHRS,Shares,Basic Materials,Chemicals,19/06/2006,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
SYS,SYSGROUP PLC,ORD 1P,GB00BYT18182,SHRS,Shares,Technology,Technology,06/07/2016,United Kingdom,GBX,AIM,,ASQ1,AMQ1
SYS1,SYSTEM1 GROUP PLC,ORD 1P,GB00B1GVQH21,SHRS,Shares,Consumer Discretionary,Media,20/03/2007,United Kingdom,GBX,AIM,,ASX1,AIMP
TRAC,T42 IOT TRACKING SOLUTIONS PLC,ORD NPV,JE00BKVDPL34,SHRS,Shares,Technology,Technology,22/11/2021,Jersey,GBX,AIM,,ASQ1,AMQ1
TAGD,TABULA ICAV,TAB ASIA HY ESG ETF GBP D,IE000XIITCN5,ETFS,ETFs,,,24/06/2022,Ireland,GBP,MAIN MARKET,,EUET,UET7
TAGH,TABULA ICAV,TAB ASIA HY ESG ETF GBP,IE000GETKIK8,ETFS,ETFs,,,11/05/2022,Ireland,GBP,MAIN MARKET,,EUET,UET7
TAHY,TABULA ICAV,TAB ASIA HY ESG ETF,IE000LZC9NM0,ETFS,ETFs,,,06/09/2021,Ireland,USD,MAIN MARKET,,EUET,UET7
TINF,TABULA ICAV,TAB US ENH. INFLATION ETF,IE00BMDWWS85,ETFS,ETFs,,,03/11/2020,Ireland,USD,MAIN MARKET,,EUET,UETY
TING,TABULA ICAV,TAB US ENH. INFLATION ETF,IE00BN0T9H70,ETFS,ETFs,,,25/11/2020,Ireland,GBP,MAIN MARKET,,EUET,UETY
TND,TANDEM GROUP PLC,ORD 25P,GB00B460T373,SHRS,Shares,Consumer Discretionary,Consumer Products and Services,25/09/2009,United Kingdom,GBX,AIM,,ASX1,AIMP
TAN,TANFIELD GROUP PLC,ORD 5P,GB00B4QHFM95,SHRS,Shares,Industrials,Industrial Goods and Services,19/06/2009,United Kingdom,GBX,AIM,,AMSM,ASM7
THRL,TARGET HEALTHCARE REIT PLC,ORD 1P,GB00BJGTLF51,SHRS,Shares,Real Estate,Real Estate ,07/08/2019,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25T
TKO,TASEKO MINES LIMITED,COM SHS NPV (DI),CA8765111064,SHRS,Shares,Basic Materials,Basic Resources,22/11/2019,Canada,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
TAST,TASTY PLC,ORD 0.1P,GB00B17MN067,SHRS,Shares,Consumer Discretionary,Travel and Leisure,21/03/2007,United Kingdom,GBX,AIM,,ASX1,AIMP
TGBA,TATA CONSUMER PRODUCTS LIMITED,GDS (EACH REPR 1 INR10)(144 A),US8765691048,DPRS,Depositary receipts,Consumer Staples ,"Food, Beverage and Tobacco ",30/01/2007,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,MISC,INPE
TGBL,TATA CONSUMER PRODUCTS LIMITED,GDS (EACH REPR 1 INR10)(REG S),US8765692038,DPRS,Depositary receipts,Consumer Staples ,"Food, Beverage and Tobacco ",30/01/2007,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,IOBU,IPLN
TPCL,TATA POWER COMPANY LIMITED,GDR (EACH REPR 1 SHR) (REG S),US8765664078,DPRS,Depositary receipts,Utilities,Utilities,23/07/2009,India,USD,ADMISSION TO TRADING ONLY,,IOBU,INLN
TTST,TATA STEEL LIMITED,GDR (EACH REPR 10 ORD) (REG S),US87656Y4061,DPRS,Depositary receipts,Basic Materials,Basic Resources,22/07/2009,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,IOBE,IPHE
TATE,TATE & LYLE PLC,ORD 29 1/6P,GB00BP92CJ43,SHRS,Shares,Consumer Staples ,"Food, Beverage and Tobacco ",03/05/2022,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
TAM,TATTON ASSET MANAGEMENT PLC,ORD GBP0.20,GB00BYX1P358,SHRS,Shares,Financials,Financial Services ,06/07/2017,United Kingdom,GBX,AIM,,AMSM,ASM6
TAVI,TAVISTOCK INVESTMENTS PLC,ORD 1P,GB00BLNMLS43,SHRS,Shares,Financials,Financial Services ,02/06/2014,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TMI,TAYLOR MARITIME INVESTMENTS LIMITED,ORD NPV,GG00BP2NJT37,SHRS,Shares,Financials,Financial Services ,27/05/2021,Guernsey,USD,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
TMIP,TAYLOR MARITIME INVESTMENTS LIMITED,ORD NPV,GG00BP2NJT37,SHRS,Shares,Financials,Financial Services ,27/05/2021,Guernsey,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
TW.,TAYLOR WIMPEY PLC,ORD 1P,GB0008782301,SHRS,Shares,Consumer Discretionary,Consumer Products and Services,18/06/2001,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
TBCG,TBC BANK GROUP PLC,ORD GBP0.01,GB00BYT18307,SHRS,Shares,Financials,Banks,10/08/2016,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
CTO,TCLARKE PLC,ORD 10P,GB0002015021,SHRS,Shares,Industrials,Construction and Materials,02/12/2005,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON10
TCS,TCS GROUP HOLDING PLC,GDR (EACH REPR 1 A SHR) (REG S),US87238U2033,DPRS,Depositary receipts,Financials,Banks,22/10/2013,Cyprus,USD,MAIN MARKET,Standard GDRs,IOBE,LLHE
TCSA,TCS GROUP HOLDING PLC,GDR (EACH REPR 1 A SHR) (144A),US87238U1043,DPRS,Depositary receipts,Financials,Banks,22/10/2013,Cyprus,USD,MAIN MARKET,Standard GDRs,MISC,INTM
TM17,TEAM17 GROUP PLC,ORD GBP0.01,GB00BYVX2X20,SHRS,Shares,Consumer Discretionary,Consumer Products and Services,23/05/2018,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TEAM,TEAM PLC,ORD NPV,JE00BM90BX45,SHRS,Shares,Financials,Financial Services ,08/03/2021,Jersey,GBX,AIM,,ASQ1,AMQ1
TM1,TECHNOLOGY MINERALS PLC,ORD GBP0.001,GB00BP094P47,SHRS,Shares,Basic Materials,Basic Resources,17/11/2021,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
TEK,TEKCAPITAL PLC,ORD £0.004,GB00BKXGY798,SHRS,Shares,Technology,Technology,04/04/2014,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TGP,TEKMAR GROUP PLC,ORD 1P,GB00BDFGGK53,SHRS,Shares,Energy,Energy,20/06/2018,United Kingdom,GBX,AIM,,ASQ1,AMQ1
32QX,TELECOM EGYPT S.A.E.,GDS(EACH REPR 5 ORDS EGP10) (144A),US87927T1034,DPRS,Depositary receipts,Telecommunications,Telecommunications,14/12/2005,Egypt,USD,MAIN MARKET,Standard GDRs,MISL,ADPL
TEEG,TELECOM EGYPT S.A.E.,GDS(EACH REPR 5 ORDS EGP10) (REGS),US87927T2024,DPRS,Depositary receipts,Telecommunications,Telecommunications,14/12/2005,Egypt,USD,MAIN MARKET,Standard GDRs,IOBE,LLHE
TEP,TELECOM PLUS PLC,ORD 5P,GB0008794710,SHRS,Shares,Telecommunications,Telecommunications,08/07/2005,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
TMPL,TEMPLE BAR INVESTMENT TRUST PLC,ORD 5P,GB00BMV92D64,SHRS,Shares,Financials,Financial Services ,13/05/2022,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
TEM,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PLC,ORD 5P,GB00BKPG0S09,SHRS,Shares,Financials,Financial Services ,26/07/2021,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
TEG,TEN ENTERTAINMENT GROUP PLC,ORD 1P,GB00BF020D33,SHRS,Shares,Consumer Discretionary,Travel and Leisure,12/04/2017,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
TENG,TEN LIFESTYLE GROUP PLC,ORD 0.1P,GB00BF188X60,SHRS,Shares,Consumer Discretionary,Travel and Leisure,24/11/2017,United Kingdom,GBX,AIM,,AMSM,ASM7
TERN,TERN PLC,ORD 0.02P,GB00BFPMV798,SHRS,Shares,Financials,Financial Services ,04/11/2013,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TYM,TERTIARY MINERALS PLC,ORD 0.01P,GB0008854563,SHRS,Shares,Basic Materials,Basic Resources,23/09/2004,United Kingdom,GBX,AIM,,ASX1,AIMP
TRA,TERTRE ROUGE ASSETS PLC,ORD GBP0.04,GB00BNHN6S26,SHRS,Shares,Financials,Financial Services ,13/07/2022,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
TSCO,TESCO PLC,ORD 6 1/3P,GB00BLGZ9862,SHRS,Shares,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",15/02/2021,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FE10
TFG,TETRAGON FINANCIAL GROUP LIMITED,ORD USD0.001,GG00B1RMC548,SHRS,Shares,Financials,Financial Services ,09/11/2015,Guernsey,USD,MAIN MARKET - SFS,,SFM2,SFQQ
TFGS,TETRAGON FINANCIAL GROUP LIMITED,ORD USD0.001 (GBP),GG00B1RMC548,SHRS,Shares,Financials,Financial Services ,26/04/2018,Guernsey,GBX,MAIN MARKET - SFS,,SFM2,SFQQ
THAL,THALASSA HOLDINGS LIMITED,ORD SHS USD0.01 (DI),VGG878801114,SHRS,Shares,Technology,Technology,22/10/2020,British Virgin Islands,GBX,MAIN MARKET,Standard Shares,SSX3,SQSL
TV1,THAMES VENTURES VCT 1 PLC,ORD 1P,GB00BFRSVQ41,SHRS,Shares,Financials,Financial Services ,15/11/2013,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
D467,THAMES VENTURES VCT 2 PLC,DP67 ORD 0.1P,GB00BWX53D91,SHRS,Shares,Financials,Financial Services ,30/07/2015,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
DO1D,THAMES VENTURES VCT 2 PLC,DSO D SHS 0.1P,GB00B6QPQ463,SHRS,Shares,Financials,Financial Services ,22/12/2011,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
TV2A,THAMES VENTURES VCT 2 PLC,AIM SHS 0.1P,GB00BMYXV611,SHRS,Shares,Financials,Financial Services ,17/01/2022,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
TV2H,THAMES VENTURES VCT 2 PLC,HEALTHCARE ORD 0.1P,GB00BDHF5D62,SHRS,Shares,Financials,Financial Services ,21/02/2017,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
TV2V,THAMES VENTURES VCT 2 PLC,VENTURES ORD 0.1P,GB00BDHF5B49,SHRS,Shares,Financials,Financial Services ,21/02/2017,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
THS,THARISA PLC,ORD USD0.001 (DI),CY0103562118,SHRS,Shares,Basic Materials,Basic Resources,08/06/2016,Cyprus,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
